7 9
6 0
133 42 227
170 9 903
135 52 751
114 31 652
152 160 894
78 129 152
68 91 372
165 105 749
119 67 629
56 54 646
147 57 634
138 108 910
23 15 521
69 25 84
119 74 623
37 139 285
117 110 73
77 142 579
96 53 541
159 132 667
146 35 738
7 150 991
34 38 963
35 101 595
60 122 233
150 43 466
61 57 221
134 106 558
65 168 802
118 91 73
36 157 143
48 148 127
158 103 907
58 26 93
75 110 934
102 151 132
66 109 586
24 129 201
102 163 419
83 25 725
114 65 118
106 32 311
0 102 404
130 56 407
33 94 743
103 97 457
161 170 908
157 69 898
109 155 197
55 118 564
118 48 52
98 29 994
51 168 3
146 145 115
119 57 456
149 77 968
107 110 795
41 95 113
120 0 355
24 95 126
83 95 922
144 88 959
65 146 211
15 83 262
163 23 838
74 151 105
13 124 407
65 61 125
89 5 413
65 31 789
11 153 937
124 159 751
48 13 687
4 143 668
33 154 799
137 154 479
68 168 139
115 106 52
158 159 118
11 30 723
34 40 795
22 118 323
94 139 988
4 19 43
50 16 20
75 23 501
14 156 748
44 159 506
167 120 741
77 140 401
139 67 117
68 58 186
136 77 917
16 81 223
148 95 553
125 166 478
142 137 104
146 109 729
147 2 512
70 157 710
43 156 829
91 105 710
148 64 2
35 83 471
3 141 925
151 122 147
129 128 509
53 4 152
43 84 864
116 37 537
96 114 946
42 31 89
23 86 853
112 143 88
142 3 602
110 53 222
98 77 187
146 66 184
91 3 438
122 112 315
50 4 32
41 49 97
97 27 109
52 95 399
41 167 465
136 31 429
128 146 472
54 81 820
51 20 687
113 142 790
47 122 365
120 4 370
8 164 380
104 85 395
96 26 652
118 154 735
98 147 449
120 160 676
163 25 710
120 116 869
38 2 299
102 107 374
147 55 520
124 113 343
85 92 569
101 136 251
63 50 338
54 144 577
55 37 123
143 25 515
163 107 214
113 111 409
132 4 758
13 30 149
153 105 418
141 29 348
113 153 959
20 110 5
77 23 238
159 112 480
107 38 403
126 3 748
8 111 649
139 26 102
164 123 84
117 102 982
139 47 523
150 42 23
93 19 784
25 6 971
67 130 583
152 115 557
136 151 79
0 153 489
11 48 877
140 99 377
116 1 86
127 76 440
68 18 851
123 138 851
141 17 884
99 158 667
168 0 422
164 13 44
101 58 659
108 2 78
144 82 427
79 154 352
95 86 779
81 79 596
87 9 4
47 118 128
35 73 533
166 110 925
102 136 472
13 58 264
85 40 280
26 43 426
47 162 73
77 11 93
82 20 618
21 84 966
116 159 770
49 63 605
99 11 563
79 32 640
92 23 95
13 107 701
127 77 958
30 6 949
93 167 474
112 56 350
10 27 771
8 2 375
58 167 382
72 159 466
63 152 190
6 72 636
55 14 813
92 5 875
129 123 791
112 63 382
3 112 189
20 2 534
113 5 368
29 92 816
149 35 558
127 63 949
9 96 683
16 42 388
104 124 749
73 159 633
26 7 364
156 135 546
109 83 29
118 99 135
53 15 406
116 34 917
7 11 984
117 107 148
16 4 630
147 143 903
42 50 722
72 12 365
4 73 88
110 13 671
2 107 641
145 108 729
67 31 753
74 37 458
139 53 903
12 0 886
57 31 835
43 154 464
95 38 287
53 30 806
3 148 618
135 23 847
39 146 580
43 158 672
36 8 560
133 108 710
68 74 844
26 5 851
101 91 896
61 70 734
46 18 600
26 133 1
64 93 63
19 53 682
74 95 796
23 90 630
82 101 627
58 22 74
82 84 263
29 135 981
139 70 307
138 125 431
61 71 887
150 53 297
42 126 836
137 9 900
114 64 873
2 88 78
74 118 737
170 24 66
80 124 13
124 169 656
119 153 940
100 138 545
58 5 596
33 169 992
149 8 469
8 48 781
121 39 331
104 55 482
69 139 214
6 85 638
40 41 586
167 24 680
36 16 593
129 107 31
82 132 870
4 106 601
115 38 141
109 39 829
48 40 696
25 70 844
50 54 576
88 31 746
150 153 5
128 147 606
147 105 114
105 4 100
122 171 775
109 147 270
12 142 893
26 37 872
14 150 839
117 125 350
27 66 532
160 12 322
25 127 317
98 93 243
143 44 497
115 48 444
100 165 956
148 107 871
137 18 610
31 59 25
49 61 625
60 45 633
162 79 806
8 128 843
146 148 736
76 123 738
59 164 913
52 161 571
14 133 202
33 154 409
151 142 56
127 75 936
93 125 187
68 67 763
131 10 706
157 115 865
44 32 929
22 100 989
135 11 903
4 148 12
38 49 896
87 123 127
129 29 639
38 73 933
85 129 678
99 12 595
162 141 571
156 17 857
46 158 373
48 163 208
90 19 725
65 69 94
129 65 741
120 82 663
120 43 888
32 85 55
35 131 39
20 55 263
165 43 161
92 143 431
4 57 173
159 145 149
138 106 748
63 140 473
17 115 224
118 102 603
10 38 942
76 53 257
109 65 284
67 99 366
103 60 469
6 129 694
60 110 107
154 99 691
125 139 333
30 118 418
62 33 291
28 87 998
13 65 881
167 114 663
76 27 882
54 34 141
137 88 635
147 36 793
135 40 770
63 50 76
90 73 343
47 29 211
47 139 248
112 111 355
37 123 893
147 132 851
146 168 94
57 73 41
145 140 582
72 38 23
40 54 799
88 33 226
121 131 930
169 79 908
117 103 519
20 55 923
12 82 332
106 68 903
151 16 298
17 108 112
144 103 170
11 24 752
61 6 20
96 34 363
33 59 972
110 111 285
128 106 702
149 76 25
66 21 973
86 35 81
110 25 587
16 41 519
102 151 481
39 99 960
159 5 489
25 128 213
18 11 717
121 100 862
139 162 518
164 125 792
6 19 852
43 29 652
133 22 49
134 72 243
159 132 434
67 117 258
85 43 217
30 170 713
85 107 470
89 31 214
52 157 467
109 161 785
28 84 959
163 113 808
77 124 919
40 146 491
93 65 890
132 74 759
20 19 751
72 68 943
119 134 128
86 107 578
2 52 732
12 50 265
95 54 83
13 56 745
39 18 531
111 82 98
66 95 812
62 74 554
8 120 97
167 28 153
19 165 105
115 148 618
131 144 866
159 92 391
34 162 487
127 123 955
142 88 650
55 154 940
38 134 223
30 67 246
73 79 185
155 25 829
142 158 512
78 77 410
43 77 754
157 38 680
80 62 77
170 160 374
110 147 697
7 56 792
170 142 507
48 63 687
21 74 213
46 115 385
114 59 932
16 40 636
102 148 975
7 49 543
18 107 721
33 152 44
158 5 215
165 148 992
43 138 103
142 108 813
164 125 207
21 159 763
10 151 575
58 60 67
18 144 432
56 51 974
75 68 837
162 5 126
16 56 269
168 155 928
106 44 16
43 51 93
119 81 309
168 120 883
71 16 882
17 85 969
132 135 46
136 83 828
13 103 703
160 135 9
45 121 86
101 129 716
169 10 852
43 29 637
76 51 102
84 22 961
135 8 773
22 77 497
97 60 764
95 36 631
17 71 641
118 100 449
18 73 100
100 17 318
117 131 684
168 49 259
6 72 34
156 155 53
167 20 117
99 155 358
145 16 179
132 16 743
20 50 470
43 51 547
106 62 236
32 52 87
122 46 924
170 54 588
113 149 491
135 73 103
106 145 573
122 3 560
74 158 98
87 114 727
51 91 531
71 129 576
38 110 304
51 142 916
148 38 816
0 141 736
156 152 511
104 35 466
61 14 380
93 67 856
84 14 507
51 73 846
128 30 178
38 67 377
86 12 565
111 81 557
131 111 234
165 20 321
148 32 609
102 110 637
41 139 52
15 104 658
104 57 892
71 115 906
92 100 78
67 130 423
149 166 958
146 71 961
44 150 968
62 162 525
69 84 793
65 58 99
41 158 579
145 17 530
92 20 138
39 157 159
151 9 667
22 24 237
82 145 128
61 56 18
86 35 832
108 33 103
81 61 71
115 59 153
16 87 742
154 6 151
32 71 408
17 108 980
139 109 577
58 128 879
164 51 23
126 112 5
76 24 60
142 28 854
54 86 769
74 79 239
148 72 47
8 31 462
51 124 664
8 68 517
38 30 821
90 44 985
119 159 49
129 85 146
99 20 143
104 154 846
80 126 147
47 75 962
105 137 765
38 65 601
108 28 381
79 96 116
53 43 791
112 89 820
99 123 949
164 108 647
28 115 375
135 77 650
13 79 690
50 71 561
16 24 432
118 164 322
140 23 138
47 16 696
22 101 140
113 64 35
89 134 154
98 91 705
41 107 741
59 104 930
18 108 690
132 1 296
26 134 208
86 140 264
93 88 830
70 5 698
82 156 317
11 86 452
168 45 172
32 3 696
93 41 297
71 149 315
63 45 929
92 9 405
130 126 975
152 75 930
148 164 763
159 41 721
100 35 647
156 108 134
95 137 261
52 50 406
152 25 190
98 134 537
145 50 569
38 167 172
72 122 294
45 139 522
11 73 294
127 123 772
124 24 719
21 112 682
142 17 134
49 112 337
129 23 373
147 61 915
162 33 864
20 101 560
13 48 234
17 151 43
45 0 936
126 136 528
160 12 222
27 9 370
88 136 702
161 37 172
137 37 508
146 91 39
125 9 627
97 160 709
84 110 383
139 30 48
22 66 845
68 58 666
156 90 528
62 77 544
151 103 77
72 42 630
108 1 581
114 154 213
151 71 399
4 54 11
34 62 101
157 110 628
150 35 685
126 123 318
54 141 978
154 78 113
142 54 914
141 57 38
46 11 643
16 146 597
137 153 546
43 60 672
159 17 503
79 82 42
79 80 936
64 89 53
153 6 224
82 131 33
37 113 976
149 7 519
107 56 121
0 20 675
159 27 524
141 15 588
116 23 95
48 125 330
168 171 22
35 7 14
55 95 186
31 131 249
80 159 899
162 110 978
100 81 282
105 5 4
17 60 682
148 114 874
90 26 809
155 170 315
44 48 329
60 118 815
29 150 943
0 132 846
104 146 596
23 123 391
27 103 115
98 121 880
60 4 736
17 2 1000
41 22 464
95 3 399
66 122 531
57 161 568
44 145 479
64 56 31
36 60 216
10 69 598
123 111 332
107 88 884
98 122 950
148 7 584
93 127 9
148 104 655
37 43 271
158 123 380
26 71 487
167 113 96
4 12 777
126 95 366
150 30 190
37 110 680
76 106 739
153 160 579
157 31 706
149 119 896
15 150 577
124 154 477
155 24 149
22 168 362
71 139 316
68 32 219
152 93 446
18 36 304
163 91 105
163 127 568
118 84 963
48 17 328
161 6 93
12 35 418
50 138 939
70 66 867
73 51 862
31 3 973
57 148 837
137 60 169
120 81 771
114 160 293
58 44 99
143 65 364
151 32 312
135 75 410
5 164 931
136 55 263
145 84 44
153 63 722
6 169 58
85 94 847
109 148 847
126 95 672
157 92 576
106 107 363
115 6 735
153 134 148
171 153 459
82 50 293
28 113 560
49 30 467
35 127 933
90 3 648
168 1 502
122 0 160
21 39 270
134 76 259
30 136 34
156 137 754
124 146 359
14 77 231
114 111 948
110 73 489
53 56 659
53 165 677
23 99 943
155 170 392
54 109 6
136 73 500
105 161 677
68 170 783
164 93 908
147 22 302
12 71 483
1 68 348
49 77 677
12 134 323
108 104 367
134 71 628
24 60 478
123 58 27
64 89 520
119 41 873
119 8 76
49 24 350
81 136 6
43 142 303
52 79 983
102 37 885
159 118 560
22 94 160
53 43 191
62 117 813
64 88 675
10 21 655
135 64 345
13 59 966
61 6 734
165 77 555
127 102 276
162 21 628
137 109 977
35 8 250
127 0 383
93 146 568
12 168 340
49 16 181
109 90 672
28 127 50
73 63 320
81 138 494
160 168 888
115 150 552
144 62 133
88 65 270
149 140 9
109 138 87
134 28 123
168 67 153
91 21 936
166 79 7
112 115 229
163 69 237
24 75 812
85 130 317
68 170 402
84 127 11
55 87 606
73 85 465
155 101 638
70 83 407
101 129 155
124 63 850
110 98 44
104 31 922
25 74 550
46 167 665
134 119 675
52 110 72
24 144 104
8 105 931
85 151 249
132 119 35
97 76 31
19 55 572
31 171 846
137 80 733
110 76 395
164 9 80
56 159 632
57 0 383
168 62 227
159 74 537
141 8 68
71 49 828
142 78 767
168 10 246
55 116 518
142 83 612
67 149 797
112 134 475
17 157 319
104 40 807
101 53 611
71 142 812
37 102 197
72 57 156
144 6 722
150 53 403
67 92 998
125 154 823
18 47 849
17 134 700
14 2 825
142 92 837
35 125 695
81 12 292
149 62 686
149 139 231
130 108 138
76 75 616
171 137 491
24 126 95
74 101 247
40 36 159
1 148 396
74 110 910
146 22 30
10 31 293
119 54 867
69 105 412
106 73 496
144 109 834
47 169 478
139 50 695
101 115 730
130 141 484
117 115 930
146 153 940
119 38 83
95 67 309
80 125 384
15 90 45
97 106 733
116 145 801
38 36 345
30 125 87
68 148 629
39 12 52
115 151 528
39 50 967
76 146 112
124 170 843
96 170 384
124 35 393
57 41 845
56 43 523
10 25 283
152 166 981
158 84 430
11 123 161
12 63 79
127 7 109
62 9 667
79 161 112
113 19 598
139 63 175
158 69 168
116 102 669
149 133 898
87 63 255
100 6 847
132 86 776
56 12 332
138 137 101
109 150 502
112 4 282
86 68 382
129 163 940
45 104 717
108 86 962
71 19 889
149 20 144
77 69 257
85 65 437
3 9 893
87 22 570
159 78 236
127 0 710
139 103 304
129 104 314
36 137 662
118 32 142
64 49 699
30 21 310
157 42 91
95 18 893
107 79 761
50 139 534
106 60 995
12 162 818
138 60 73
135 116 500
91 4 929
72 100 931
76 122 288
81 42 788
153 156 376
164 21 307
53 51 365
47 19 610
166 67 762
48 98 664
80 49 379
143 60 664
14 132 199
35 57 128
131 29 720
60 17 821
93 16 108
130 20 884
131 134 614
161 156 721
76 61 669
53 96 339
166 136 990
123 23 149
162 15 536
153 149 907
137 20 292
56 112 507
65 98 838
130 63 650
65 138 511
7 107 410
44 83 434
106 64 27
137 74 32
47 48 911
137 151 692
106 161 46
63 137 59
167 14 612
42 84 750
6 48 467
47 111 354
86 47 131
88 94 666
103 134 490
105 128 233
85 124 155
92 125 148
123 39 775
34 139 607
119 161 145
57 3 639
76 152 935
12 42 477
141 48 806
163 143 696
94 128 308
132 57 656
155 32 903
4 119 849
84 93 47
132 0 213
126 14 877
52 136 769
33 85 67
102 139 926
124 53 98
64 45 224
62 168 612
89 21 394
163 152 129
141 44 727
95 155 539
30 137 637
124 151 304
4 128 576
152 42 832
77 168 184
39 123 860
106 81 886
169 18 980
95 10 199
95 15 432
168 120 879
25 71 789
155 109 936
50 59 355
65 76 551
79 103 647
148 33 639
157 120 417
92 100 803
28 91 422
40 138 885
63 116 954
69 150 5
133 42 342
43 15 716
120 35 807
132 95 770
105 38 324
103 90 982
53 150 487
63 77 643
44 47 334
136 140 971
166 1 667
30 52 144
95 162 168
163 127 718
78 11 669
64 168 702
98 15 275
58 159 42
88 150 438
140 64 160
114 65 426
152 105 471
26 113 929
37 142 783
129 53 777
47 137 202
2 57 707
40 139 131
27 163 44
117 7 501
10 137 379
97 123 492
142 162 492
108 144 834
155 38 883
104 24 967
146 59 332
11 4 600
31 68 578
115 120 292
124 32 546
14 50 405
157 101 329
33 15 377
27 5 433
81 55 652
147 126 745
127 99 218
62 55 614
139 106 592
66 162 636
125 49 758
119 53 18
14 84 356
28 118 792
24 46 356
116 109 773
11 92 603
110 86 66
123 132 89
134 86 366
42 117 980
105 76 350
109 32 971
98 64 136
51 45 262
73 61 399
112 105 976
122 127 694
113 34 740
62 106 67
91 134 242
103 154 696
68 120 794
120 11 705
157 11 518
116 60 770
136 122 239
7 114 869
99 35 83
79 44 435
120 67 46
22 124 240
106 38 864
129 104 830
92 44 619
100 51 499
47 26 902
3 50 831
136 165 821
168 120 367
2 152 294
33 41 140
145 4 683
144 65 181
63 38 687
75 161 573
158 81 231
162 159 88
53 13 966
51 161 540
47 95 544
143 149 908
122 52 174
169 9 506
171 94 957
59 148 206
22 90 354
24 99 602
5 158 900
82 56 57
16 8 6
6 132 94
171 63 366
139 45 138
56 133 74
128 157 353
32 85 903
68 87 861
46 153 508
78 136 572
15 98 447
107 145 954
34 171 232
5 129 307
2 150 161
122 52 156
109 129 196
165 78 692
54 100 987
167 92 688
34 114 741
83 147 114
27 73 22
158 6 104
22 110 743
104 56 750
20 11 467
20 96 604
24 142 323
19 43 486
160 62 304
67 108 131
164 123 488
10 116 241
147 62 558
46 104 430
26 60 73
24 149 598
81 85 150
55 82 756
2 74 32
50 92 255
153 92 847
103 9 894
134 35 628
1 139 567
18 14 554
148 71 619
52 55 594
84 66 813
60 170 73
129 138 21
72 80 576
107 0 613
92 75 718
114 129 621
101 166 763
12 99 607
98 10 778
60 29 233
123 84 628
161 4 131
64 61 559
101 9 431
148 52 827
45 14 285
165 17 886
152 92 441
42 134 559
13 141 947
41 82 698
96 8 872
124 91 304
163 44 616
9 60 91
14 161 766
54 56 744
23 29 387
51 10 880
42 123 775
141 166 23
161 12 271
97 107 114
126 105 559
50 136 718
61 26 914
108 170 952
73 111 848
150 79 55
96 38 280
1 156 291
88 94 93
106 63 337
63 167 782
76 60 171
19 0 847
163 80 182
116 19 41
100 54 699
141 162 953
56 97 324
134 154 546
129 107 331
3 45 878
155 28 690
136 154 275
152 87 117
25 12 154
46 40 721
52 28 656
110 135 503
112 25 395
166 169 191
105 163 488
56 7 809
115 9 641
37 171 517
96 23 172
162 57 120
158 137 92
5 101 832
69 100 50
132 16 620
72 127 739
3 113 503
141 163 632
33 83 278
114 76 947
5 36 260
39 56 927
111 115 667
99 129 398
114 38 481
128 67 579
66 20 484
146 125 51
24 136 640
91 121 296
22 10 922
58 3 362
163 20 971
106 105 403
110 113 700
61 115 623
65 103 101
161 139 753
88 20 68
62 88 770
105 130 573
152 121 171
42 136 287
115 162 43
164 159 905
70 58 236
22 3 600
50 104 326
90 115 121
9 13 287
84 92 75
79 106 834
167 154 137
95 145 582
152 150 463
62 169 68
140 61 516
113 78 290
159 155 728
31 104 793
17 139 476
54 161 395
88 128 39
107 22 959
35 171 989
164 136 732
93 134 944
108 107 817
148 110 520
120 132 189
90 113 52
56 52 561
117 158 701
43 90 228
54 26 236
94 102 217
101 159 260
14 41 325
65 111 433
34 123 369
36 69 217
7 4 36
170 68 867
59 108 220
101 161 404
96 76 326
148 129 706
6 12 569
53 94 625
62 4 979
45 74 730
50 17 340
93 120 426
139 54 107
42 166 933
15 132 580
51 159 535
123 68 675
29 80 505
106 150 585
125 105 389
146 64 582
163 67 224
163 130 187
84 110 697
45 30 739
33 113 785
72 69 13
165 131 815
2 81 657
78 67 418
98 165 566
65 165 374
43 6 27
34 88 253
57 47 905
18 46 219
97 137 98
168 94 36
152 28 70
16 9 472
101 129 377
164 37 218
79 65 816
160 114 276
110 14 11
115 65 400
7 120 814
171 27 292
6 79 927
89 132 791
14 19 909
11 169 748
115 62 65
28 35 689
128 171 729
38 152 875
134 35 528
128 37 330
101 90 605
38 136 6
131 16 597
117 11 370
89 114 302
161 19 454
159 156 866
157 66 212
109 140 687
69 73 413
150 71 126
69 99 898
55 166 839
148 139 946
72 54 833
60 140 889
88 142 815
146 134 854
28 29 315
0 102 538
20 55 986
77 132 15
134 168 520
67 71 186
144 145 456
118 29 985
110 139 366
28 12 892
61 18 489
125 102 894
103 126 393
138 11 706
157 128 671
15 92 789
58 46 710
25 28 826
9 136 527
13 53 601
60 16 961
133 12 781
81 58 76
135 81 467
85 66 148
14 99 862
32 101 427
74 52 996
171 140 916
19 48 870
100 27 650
43 32 479
48 112 789
18 105 39
82 132 602
89 122 393
45 62 651
122 72 355
110 58 397
99 136 863
135 149 448
42 136 231
145 54 12
85 161 93
40 45 579
43 91 577
9 14 168
41 56 648
40 134 406
123 75 476
99 109 873
81 0 310
20 71 911
54 164 123
117 82 525
16 153 336
133 94 595
67 84 444
122 70 722
79 152 715
76 56 131
14 93 422
76 87 685
36 126 264
163 47 327
28 55 838
103 139 480
115 48 787
169 10 911
113 2 653
133 89 574
126 37 779
84 36 81
169 128 17
34 146 555
1 40 301
154 31 87
157 133 879
50 8 502
51 70 827
9 76 326
115 91 722
139 88 405
142 155 149
47 134 828
8 159 64
170 164 811
59 51 379
118 49 285
92 17 852
130 66 652
5 170 835
149 138 49
135 147 423
48 20 792
107 34 88
49 157 610
28 68 475
157 19 405
53 57 24
44 129 973
76 83 696
96 8 927
109 22 832
144 94 7
137 136 227
67 137 750
170 32 799
81 30 606
81 19 812
9 69 792
68 70 271
122 48 977
122 116 865
53 139 632
127 58 51
148 146 935
90 24 802
114 139 794
157 50 785
19 82 172
115 10 747
10 24 282
118 134 221
3 44 697
158 57 504
150 130 325
25 55 508
58 29 672
12 115 373
116 61 406
83 76 486
99 14 672
161 14 677
46 21 188
42 104 6
166 65 656
14 32 150
86 82 63
65 102 72
54 164 88
83 61 428
77 71 967
112 150 670
105 12 394
46 120 275
28 66 304
59 4 419
18 80 437
81 99 997
38 137 648
115 17 263
38 28 831
91 111 184
82 5 415
107 95 678
105 119 309
90 171 297
63 118 466
22 48 143
148 23 908
125 154 463
49 18 464
164 12 262
51 140 41
34 170 597
58 50 579
74 5 434
0 57 96
40 145 526
156 42 918
98 53 682
48 154 173
57 150 484
43 4 449
85 21 578
11 145 863
18 10 253
86 96 422
42 35 290
32 73 356
95 21 881
94 67 800
111 114 623
113 12 754
84 113 652
77 136 171
154 92 380
148 19 671
9 115 712
155 26 273
29 114 169
110 111 483
152 2 472
111 56 588
40 63 775
102 139 108
92 148 781
107 121 296
2 34 666
165 3 944
65 137 696
53 68 603
8 122 738
32 38 543
14 91 766
155 96 715
41 168 753
164 158 276
27 104 890
4 123 528
102 39 993
93 15 742
54 146 2
8 145 636
34 35 765
128 14 157
13 127 825
87 70 946
56 64 482
112 52 483
93 90 727
157 79 752
53 58 252
23 122 265
79 97 58
52 33 57
57 81 340
158 87 806
10 78 333
26 165 431
40 77 725
31 72 324
158 2 750
59 141 956
96 82 939
28 166 626
150 127 783
59 88 671
66 151 992
165 124 362
9 81 339
64 153 96
102 55 826
16 27 818
163 88 969
139 32 374
48 50 609
158 135 692
18 112 331
4 146 497
163 124 718
122 15 608
59 50 247
40 4 760
8 136 827
69 55 695
89 145 33
59 0 857
158 94 270
39 141 923
81 42 339
59 37 968
40 17 72
138 25 763
93 158 424
150 41 276
12 56 428
121 56 570
133 4 776
109 33 378
11 127 845
85 131 758
59 106 612
76 69 183
126 159 170
41 84 800
72 11 262
112 20 180
19 58 848
130 16 403
55 34 739
73 165 140
38 136 69
25 74 158
157 72 662
100 10 639
166 170 977
84 76 748
157 95 372
41 90 878
149 75 11
4 30 355
56 91 559
23 58 945
72 92 589
87 100 923
8 53 618
170 5 712
30 132 227
104 6 798
57 123 3
2 39 16
28 63 472
0 164 744
43 82 813
163 99 147
158 31 783
156 13 37
37 2 751
140 44 445
47 132 864
2 114 986
44 164 214
97 88 296
155 51 793
3 27 10
87 156 696
68 98 772
110 169 234
60 113 636
115 89 975
150 62 786
39 83 983
99 7 394
19 66 50
123 65 495
9 18 130
87 81 174
87 166 496
39 115 282
127 113 265
41 111 795
27 94 339
106 1 111
89 84 509
150 15 224
123 43 809
19 5 574
153 55 755
171 145 147
27 0 451
29 145 835
17 98 341
46 66 627
77 44 43
168 116 533
170 5 237
18 62 8
53 87 302
74 58 303
19 114 924
130 47 879
139 114 633
142 57 40
84 42 760
34 159 341
102 14 935
107 11 294
79 130 453
31 13 925
164 113 843
75 62 993
52 70 638
112 77 639
56 164 791
61 88 348
91 146 22
100 46 897
42 39 299
165 114 997
57 156 126
70 92 833
129 104 58
2 150 587
99 87 477
129 30 690
36 58 679
127 75 560
94 34 908
23 77 513
160 49 198
11 99 954
4 47 217
126 57 16
140 109 933
24 121 840
57 153 323
150 133 354
61 5 348
153 155 213
14 86 95
28 16 775
43 95 126
52 56 523
94 20 174
37 18 60
75 38 196
127 107 665
86 31 776
83 110 905
79 29 441
17 54 174
61 107 211
97 10 996
154 32 72
18 8 980
31 88 806
165 5 507
106 100 458
35 150 584
50 43 211
53 122 330
34 116 918
25 87 533
151 156 274
100 168 531
91 42 257
169 34 831
46 76 342
61 163 427
124 44 814
122 123 968
151 145 843
2 20 509
116 62 135
78 153 103
68 102 679
77 142 150
104 16 271
128 45 932
101 129 387
53 106 932
157 56 920
61 5 209
64 71 816
39 132 577
89 70 41
78 160 870
19 134 848
14 74 759
40 30 102
13 55 1000
129 75 80
17 96 331
52 121 57
66 131 851
113 74 233
121 162 488
111 20 610
17 65 779
128 56 983
156 134 329
99 144 277
100 144 533
57 100 423
158 41 224
18 110 671
117 19 210
132 153 791
110 75 947
100 126 209
32 82 122
42 108 872
139 140 132
128 89 296
129 143 245
22 11 926
8 107 811
96 98 352
120 138 90
127 81 186
140 143 765
71 19 26
2 6 569
147 129 831
113 87 530
126 41 146
7 75 493
136 42 861
130 171 570
76 56 773
129 147 289
158 48 70
148 23 231
56 158 140
2 13 627
170 158 532
14 163 819
93 90 969
153 47 626
155 27 636
68 30 789
98 125 673
37 58 55
129 76 648
114 36 629
138 114 564
137 11 309
73 25 175
68 100 312
52 71 285
138 167 361
144 40 446
99 75 13
44 107 381
45 31 784
45 51 137
27 61 686
121 165 436
24 114 991
127 151 91
70 78 597
114 115 270
13 14 937
54 60 136
157 120 227
115 75 417
39 100 20
112 11 463
110 12 837
158 129 225
98 19 327
62 163 749
63 36 322
27 51 250
101 157 29
144 54 811
68 129 674
106 20 459
83 85 642
142 32 813
155 45 467
79 25 615
11 164 713
12 6 529
144 125 996
82 97 454
164 7 88
155 41 791
65 110 846
22 55 431
70 19 605
132 128 888
100 86 947
140 163 538
139 105 583
27 41 176
41 158 524
102 14 47
141 33 482
76 151 944
19 32 682
126 133 83
46 4 775
128 96 716
47 72 943
101 142 209
165 106 890
92 58 947
124 45 375
148 113 857
106 113 253
24 86 431
45 6 432
27 130 546
113 1 358
123 32 664
116 44 270
107 27 226
77 75 932
123 36 497
72 66 546
100 112 132
157 17 582
126 26 764
77 148 653
73 138 938
3 135 321
56 159 640
27 4 92
143 114 942
139 32 572
29 124 620
97 153 399
85 13 370
98 67 640
56 153 327
29 53 62
132 151 162
145 135 411
79 57 852
26 128 229
40 10 193
36 39 215
134 164 396
165 92 84
38 88 856
50 3 277
40 171 481
23 90 873
42 19 406
29 17 598
103 50 45
26 5 550
111 52 641
85 147 704
12 140 294
144 80 241
0 16 673
157 155 261
90 57 49
27 9 228
72 149 425
30 3 812
109 79 767
134 71 874
101 137 86
150 63 860
33 108 845
122 126 230
75 83 100
49 61 759
171 43 780
83 141 938
119 115 135
59 15 964
32 167 233
21 154 271
138 170 925
88 125 610
69 55 754
149 18 878
131 20 788
166 128 538
77 57 210
80 62 249
40 57 87
135 121 901
60 171 230
125 52 911
97 45 837
32 124 62
5 160 988
82 22 289
51 115 558
48 5 302
163 60 702
93 152 462
72 52 947
101 162 854
157 168 384
118 53 972
148 146 725
26 3 175
31 27 519
123 136 882
24 22 656
103 157 478
76 169 491
130 112 668
42 62 181
2 155 600
25 4 129
41 110 869
118 81 798
72 38 403
52 83 985
81 11 457
94 110 425
16 36 245
148 41 813
81 83 617
161 148 751
58 136 899
136 168 60
34 113 833
61 78 808
100 120 831
63 116 589
82 77 606
108 60 724
20 5 380
116 48 586
78 35 917
157 136 636
149 115 205
104 91 650
32 154 123
19 86 963
55 23 426
63 76 566
106 11 254
156 8 263
53 93 960
6 170 201
48 26 914
157 115 953
171 128 588
63 158 464
55 100 594
18 152 523
153 62 796
58 25 919
20 169 118
160 140 970
106 169 257
36 132 25
129 64 998
50 153 72
7 9 19
155 109 757
134 97 101
17 11 701
58 122 896
62 27 556
164 39 517
57 34 657
126 25 100
162 15 319
97 12 769
45 108 285
116 87 256
169 127 463
124 97 703
106 128 215
149 56 714
77 35 893
5 42 621
119 106 332
61 164 413
114 130 881
98 40 570
93 34 978
152 89 25
131 107 190
8 12 995
161 123 502
3 170 965
39 23 354
1 89 615
105 108 209
144 169 945
73 118 201
120 157 144
131 156 161
139 41 287
19 9 680
145 149 671
40 54 154
85 49 449
103 108 522
2 108 213
125 45 697
17 158 716
61 149 861
163 78 115
52 140 216
124 165 510
96 156 598
76 155 906
130 19 907
7 144 849
159 94 971
47 171 374
164 67 572
87 86 53
107 168 510
108 99 973
92 6 418
154 99 734
22 102 637
53 114 187
21 101 259
4 140 331
99 90 960
160 104 850
108 148 164
4 71 211
53 78 208
3 30 339
82 4 482
85 42 857
127 41 500
72 93 565
150 164 950
106 112 326
60 106 666
160 137 757
92 109 585
60 111 913
140 150 757
11 146 522
136 49 977
84 160 605
145 103 841
44 76 781
148 106 442
101 114 144
45 113 456
51 122 914
66 151 280
25 101 845
147 116 484
124 121 685
70 127 905
95 56 846
84 102 222
65 109 852
111 35 544
142 2 1000
30 108 905
110 104 577
122 89 846
9 43 887
128 108 40
140 134 12
91 89 837
78 129 45
168 151 964
69 20 755
3 86 969
